Disease_Name,Crop,Severity,Leaf_Color,Spot_Size,Spot_Pattern,Temperature,Humidity,Affected_Area_Percent,Disease_ID,Season
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,25.835280890140243,97.67799643846674,59.51210029483629,1,Monsoon
Bacterial_Spot,Tomato,Medium,Brown_Yellow,Small,Circular,27.642234145558383,84.7022886905604,26.311681816863032,8,Monsoon
Black_Rot,Grape,Severe,Black,Large,Circular,27.501448569637223,87.64838824423605,60.56905855026434,18,Monsoon
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Healthy,Potato,None,Green,None,None,22.0,70.0,0.0,3,Monsoon
Brown_Spot,Rice,High,Dark_Brown,Medium,Circular,30.0,90.0,45.0,0,Summer
Leaf_Blast,Rice,Medium,Gray,Medium,Diamond,26.817736762405097,91.3546888576372,35.44654893986227,1,Monsoon
Leaf_Blight,Grape,High,Dark_Brown,Large,Irregular,26.88283337064209,83.91295864310592,54.29985879908977,21,Monsoon
Apple_Scab,Apple,High,Dark_Brown,Large,Irregular,19.280778339615214,85.33176378934813,55.9004846113828,17,Winter
Brown_Spot,Rice,Medium,Brown,Small,Circular,28.469416261238532,81.99460161095723,28.90739586514217,0,Summer
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Late_Blight,Potato,Severe,Gray_Black,Large,Irregular,20.31136210504663,90.49698142751666,80.52450296425981,7,Monsoon
Bacterial_Spot,Tomato,Medium,Brown_Yellow,Small,Circular,28.0058530586586,87.51875236465149,23.784687986307567,8,Summer
Brown_Spot,Rice,High,Dark_Brown,Medium,Circular,28.20085664210027,92.63339478388158,44.84721453631306,0,Summer
Target_Spot,Tomato,Medium,Brown,Medium,Target,25.676939026607386,83.78389354368011,31.036160556860633,11,Monsoon
Leaf_Blast,Rice,Medium,Gray,Medium,Diamond,27.33369533145581,89.3804373123466,36.703151676380614,1,Monsoon
Bacterial_Spot,Tomato,High,Dark_Brown,Small,Circular,31.99229518175477,86.88728689078498,40.900843467030896,8,Summer
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,26.7282686007908,92.11900872165413,56.537961310899895,1,Monsoon
Healthy,Wheat,None,Green,None,None,21.0,65.0,0.0,3,Monsoon
Leaf_Mold,Tomato,Medium,Yellow,Medium,Fuzzy,23.630822576508216,92.84194232472436,31.32809055082128,9,Monsoon
Leaf_Blight,Grape,Medium,Brown,Medium,Irregular,26.310002713465966,82.6166555828843,34.623416575199,21,Monsoon
Early_Blight,Tomato,High,Brown,Large,Concentric,28.05331735441879,82.43195905428121,49.64891925806639,6,Summer
Black_Rot,Apple,Severe,Black,Large,Circular,26.378388889924004,80.4763788055795,65.5622161119714,18,Monsoon
Late_Blight,Potato,Severe,Black,Large,Irregular,18.0,92.0,70.0,7,Winter
Late_Blight,Tomato,Severe,Gray_Black,Large,Irregular,18.202781096043047,98.6426273097748,66.19127845581924,7,Winter
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,22.0,75.0,30.0,19,Monsoon
Leaf_Blight,Grape,High,Dark_Brown,Large,Irregular,28.709646056737043,80.80215379647625,45.78200854314643,21,Summer
Neck_Blast,Rice,Severe,Dark_Gray,Large,Irregular,25.141537304386723,92.31445023869755,62.54220624925128,2,Monsoon
Black_Rot,Grape,Severe,Black,Large,Circular,28.993297808189293,87.89159371198286,58.8309740632243,18,Summer
Early_Blight,Tomato,Medium,Dark_Brown,Medium,Concentric,27.756866191256076,80.68813931541015,38.46080449768689,6,Monsoon
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Leaf_Blight,Grape,Medium,Brown,Medium,Irregular,23.109286812793123,83.17339985846223,33.344472067694554,21,Monsoon
Late_Blight,Tomato,Severe,Gray_Black,Large,Irregular,18.389337742020682,99.12794049220015,69.13329248775648,7,Winter
Healthy,Wheat,None,Green,None,None,20.0,60.0,0.0,3,Monsoon
Healthy,Apple,None,Green,None,None,20.0,65.0,0.0,3,Monsoon
Early_Blight,Potato,Medium,Brown,Medium,Concentric,24.12638560323284,79.6324817976723,34.153829198137146,6,Monsoon
Apple_Scab,Apple,High,Dark_Brown,Large,Irregular,19.482262502298056,94.35981464933603,54.77419178309209,17,Winter
Cercospora_Leaf_Spot,Corn,High,Gray_Brown,Medium,Circular,27.707127573816912,85.31995248333578,48.2842665936284,14,Monsoon
Brown_Rust,Wheat,High,Orange,Small,Pustules,20.522852662671546,79.9499453732977,40.06068694472142,4,Monsoon
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Healthy,Rice,None,Green,None,None,28.0,75.0,0.0,3,Monsoon
Black_Rot,Grape,Severe,Black,Large,Circular,29.741396352287623,83.26640446319209,59.67790753071707,18,Summer
Leaf_Blight,Grape,High,Dark_Brown,Large,Irregular,26.29555726569208,87.70032990288416,53.794339393292304,21,Monsoon
Brown_Rust,Wheat,Medium,Light_Brown,Small,Pustules,19.196205575720615,64.85750650470798,26.27094504959611,4,Winter
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Cercospora_Leaf_Spot,Corn,High,Gray_Brown,Medium,Circular,27.32918048609886,87.73842600770976,47.69737477294373,14,Monsoon
Apple_Scab,Apple,High,Dark_Brown,Large,Irregular,20.17475650937236,87.7831764172676,51.61718433359336,17,Monsoon
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Apple_Scab,Apple,High,Brown_Black,Medium,Irregular,18.0,85.0,45.0,17,Winter
Healthy,Grape,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Esca_Black_Measles,Grape,Severe,Brown_Black,Large,Irregular,32.11575749552873,73.7925532863228,62.02688918504896,20,Summer
Apple_Scab,Apple,High,Brown_Black,Medium,Irregular,16.916670452683647,89.12276945254627,46.89004392020857,17,Winter
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,25.0,95.0,55.0,1,Monsoon
Yellow_Rust,Wheat,Medium,Yellow,Small,Stripes,17.42231403646067,73.74199327382087,36.27524748443682,5,Winter
Septoria_Leaf_Spot,Tomato,Medium,Brown,Small,Circular,24.660875651459726,80.94956012194645,38.48559266773573,10,Monsoon
Early_Blight,Potato,Medium,Brown,Medium,Concentric,24.0,80.0,35.0,6,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,28.224443643194345,79.00522840930388,49.882335034628596,20,Summer
Neck_Blast,Rice,Severe,Black,Large,Irregular,24.312205763513774,85.0949841304438,59.027413247481235,2,Monsoon
Brown_Rust,Wheat,Medium,Light_Brown,Small,Pustules,18.0,68.0,30.0,4,Winter
Late_Blight,Potato,Severe,Gray_Black,Large,Irregular,21.627671897286778,90.88319945629772,81.67215996395929,7,Monsoon
Late_Blight,Potato,Severe,Gray_Black,Large,Irregular,20.0,95.0,80.0,7,Monsoon
Target_Spot,Tomato,Medium,Brown,Medium,Target,26.56202431323746,80.31353049388466,29.438888141273516,11,Monsoon
Black_Rot,Apple,High,Brown,Large,Circular,22.10642080418741,80.07058719238151,47.31063954363907,18,Monsoon
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Healthy,Wheat,None,Green,None,None,20.0,60.0,0.0,3,Monsoon
Target_Spot,Tomato,Medium,Brown,Medium,Target,28.81960870390018,81.90366295547719,34.916340553071194,11,Summer
Cedar_Apple_Rust,Apple,Medium,Orange,Medium,Circular,24.471554042169497,74.51257886126267,31.49617418806955,19,Monsoon
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,26.033490578844507,98.36661923742483,59.13248201664529,1,Monsoon
Common_Rust,Corn,High,Orange_Brown,Medium,Pustules,23.691244373254616,80.12658249730235,50.863227194786134,15,Monsoon
Early_Blight,Potato,Medium,Brown,Medium,Concentric,25.16595818519313,78.57488117013766,37.14922028142091,6,Monsoon
Late_Blight,Tomato,Severe,Gray_Black,Large,Irregular,16.625520663683247,96.84404655209168,68.44514861195131,7,Winter
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,24.24900543105054,95.39091889757644,65.12373497274119,16,Monsoon
Healthy,Wheat,None,Green,None,None,20.0,60.0,0.0,3,Monsoon
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Healthy,Wheat,None,Green,None,None,20.0,60.0,0.0,3,Monsoon
Healthy,Corn,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Late_Blight,Potato,Severe,Black,Large,Irregular,16.15698209105733,91.15695856748617,71.63435377233375,7,Winter
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Yellow_Rust,Wheat,High,Yellow,Small,Stripes,15.037855256768465,77.76927731890686,54.01264700803164,5,Winter
Healthy,Grape,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Brown_Rust,Wheat,High,Brown_Orange,Small,Pustules,21.929193328699224,74.54665127428973,37.50660510193792,4,Monsoon
Yellow_Rust,Wheat,Medium,Yellow,Small,Stripes,18.485635153360754,78.84757621286899,30.730335228597774,5,Winter
Leaf_Mold,Tomato,Medium,Yellow,Medium,Fuzzy,23.04703739121013,88.6099688333788,33.01802177593565,9,Monsoon
Healthy,Potato,None,Green,None,None,22.0,70.0,0.0,3,Monsoon
Brown_Rust,Wheat,High,Brown_Orange,Small,Pustules,21.76273779962537,72.31318828917998,43.1079834803775,4,Monsoon
Late_Blight,Potato,Severe,Black,Large,Irregular,17.162396323852043,91.23009328702706,67.35037014946559,7,Winter
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Apple_Scab,Apple,High,Brown_Black,Medium,Irregular,16.12016085832131,86.2090016913824,43.61517092082313,17,Winter
Yellow_Rust,Wheat,High,Yellow,Small,Stripes,15.0,80.0,50.0,5,Winter
Early_Blight,Tomato,Medium,Brown,Medium,Concentric,23.46839497637096,82.3544270215459,25.38823292233395,6,Monsoon
Late_Blight,Tomato,Severe,Black,Large,Irregular,18.272154088144696,90.50901934758949,75.31434349622126,7,Winter
Late_Blight,Potato,Severe,Black,Large,Irregular,16.004431497524568,94.97684010931562,68.73428996603546,7,Winter
Leaf_Mold,Tomato,High,Olive_Green,Medium,Fuzzy,25.106766600610655,96.81929929730717,48.573942539598306,9,Monsoon
Leaf_Blight,Grape,High,Dark_Brown,Large,Irregular,26.26852302321651,87.03466526641407,49.33494495714464,21,Monsoon
Cercospora_Leaf_Spot,Corn,Medium,Gray,Small,Circular,29.84074761291155,82.67861628526067,32.91270591328075,14,Summer
Apple_Scab,Apple,High,Brown_Black,Medium,Irregular,16.893768460895433,86.3390624692597,49.57972889298345,17,Winter
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,20.47150116266557,71.54523266733958,29.739889175302473,19,Monsoon
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,22.236292873933262,77.84029473814383,36.07001495739298,15,Monsoon
Yellow_Rust,Wheat,High,Yellow,Small,Stripes,13.568693645826475,81.62300817714342,51.65562689536998,5,Winter
Cercospora_Leaf_Spot,Corn,High,Gray_Brown,Medium,Circular,27.09645000605056,85.85149122547404,43.94937896639472,14,Monsoon
Bacterial_Spot,Tomato,Medium,Brown_Yellow,Small,Circular,27.09749697551707,89.15165392928961,27.725926597924563,8,Monsoon
Late_Blight,Potato,High,Dark_Gray,Large,Irregular,18.29333641820722,93.51257564008844,63.020492785730845,7,Winter
Leaf_Blast,Rice,Medium,Gray,Medium,Diamond,27.108573735928285,86.04377562845217,36.26407604245812,1,Monsoon
Bacterial_Spot,Tomato,Medium,Brown_Yellow,Small,Circular,28.0,85.0,25.0,8,Monsoon
Yellow_Rust,Wheat,High,Bright_Yellow,Small,Stripes,16.0,85.0,55.0,5,Winter
Black_Rot,Grape,Severe,Black,Large,Circular,29.251331079898144,90.89911530878983,61.31284184745752,18,Summer
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,24.423692020539796,91.68962173778608,70.406838801225,16,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,22.536645696248726,74.05594508596982,34.41136862763946,19,Monsoon
Cercospora_Leaf_Spot,Corn,Medium,Gray,Small,Circular,28.0,85.0,30.0,14,Monsoon
Apple_Scab,Apple,High,Dark_Brown,Large,Irregular,18.756870896415425,87.23006445169537,53.443221816197095,17,Winter
Cercospora_Leaf_Spot,Corn,Medium,Gray,Small,Circular,29.59543999273419,85.64932576686965,27.806710064287675,14,Summer
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Black_Rot,Apple,Severe,Black,Large,Circular,26.62241503605444,87.4430037672922,62.0925516157812,18,Monsoon
Healthy,Corn,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,21.32833609201247,71.41843374708418,32.139821941074274,15,Monsoon
Brown_Rust,Wheat,Medium,Light_Brown,Small,Pustules,17.315145533957732,69.5882225350511,26.809926289088892,4,Winter
Early_Blight,Tomato,High,Brown,Large,Concentric,27.93922331679425,81.36566006147238,49.817754417056406,6,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,23.008745875161633,72.36527041887226,39.95395290625524,15,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,28.88992548460646,77.54803755632997,51.437381590024074,20,Summer
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,24.399523987068363,96.91033377260078,74.44664296957316,16,Monsoon
Cercospora_Leaf_Spot,Corn,Medium,Gray,Small,Circular,29.34970406063167,87.52136339534091,31.240828230485903,14,Summer
Early_Blight,Potato,High,Dark_Brown,Large,Concentric,26.0,85.0,50.0,6,Monsoon
Healthy,Wheat,None,Green,None,None,20.0,60.0,0.0,3,Monsoon
Black_Rot,Grape,Severe,Black,Large,Circular,28.0,88.0,60.0,18,Monsoon
Leaf_Mold,Tomato,Medium,Yellow,Medium,Fuzzy,24.0,90.0,30.0,9,Monsoon
Early_Blight,Potato,Medium,Brown,Medium,Concentric,23.580655838196982,80.80487979558418,34.64145213503408,6,Monsoon
Common_Rust,Corn,High,Orange_Brown,Medium,Pustules,23.849552761940604,80.09183981722488,53.83447656933569,15,Monsoon
Early_Blight,Tomato,Medium,Dark_Brown,Medium,Concentric,26.899900347785806,75.83990918299985,35.40147723296063,6,Monsoon
Early_Blight,Potato,High,Dark_Brown,Large,Concentric,26.862729260350008,81.73350084747544,45.52298881059012,6,Monsoon
Yellow_Rust,Wheat,High,Bright_Yellow,Small,Stripes,15.961206185739957,81.62736354538019,56.863667958632696,5,Winter
Late_Blight,Tomato,Severe,Gray_Black,Large,Irregular,19.07318353143886,98.72028709088887,65.68671998466405,7,Winter
Apple_Scab,Apple,High,Brown_Black,Medium,Irregular,18.382576637863153,86.26529499263228,45.17306719720303,17,Winter
Septoria_Leaf_Spot,Tomato,Medium,Brown,Small,Circular,26.191356439293543,83.36761069547421,36.41973094031221,10,Monsoon
Bacterial_Spot,Tomato,High,Dark_Brown,Small,Circular,30.480901761554705,87.63081276979055,37.250245661327256,8,Summer
Brown_Rust,Wheat,Medium,Light_Brown,Small,Pustules,16.760829527747962,69.7582578838426,28.605344971755184,4,Winter
Brown_Rust,Wheat,Medium,Light_Brown,Small,Pustules,19.94836042110045,72.32460224532475,34.53841321518667,4,Winter
Apple_Scab,Apple,High,Brown_Black,Medium,Irregular,18.65300998815787,82.16056715605025,40.5780791896437,17,Winter
Cercospora_Leaf_Spot,Corn,High,Gray_Brown,Medium,Circular,27.61921244737768,87.62391923815625,40.68386757465365,14,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,23.2207999537337,70.31954278297847,33.969042552781154,15,Monsoon
Bacterial_Spot,Tomato,Medium,Brown_Yellow,Small,Circular,29.416972939379683,85.9053090005782,25.749480198672828,8,Summer
Black_Rot,Grape,High,Brown,Medium,Circular,24.898138260729695,80.12127139384538,43.56629463936518,18,Monsoon
Healthy,Corn,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Healthy,Potato,None,Green,None,None,22.0,70.0,0.0,3,Monsoon
Yellow_Rust,Wheat,High,Yellow,Small,Stripes,13.376712678314249,77.02018147146973,46.6179454395085,5,Winter
Healthy,Grape,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Healthy,Tomato,None,Green,None,None,25.0,70.0,0.0,3,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,30.766376637426678,70.10303159955129,54.245896933979886,20,Summer
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,24.92837030299852,92.04796313067592,54.60292356102295,1,Monsoon
Brown_Rust,Wheat,High,Orange,Small,Pustules,21.929958057059157,76.20996539844103,42.823778878505316,4,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,23.299105205170324,76.03081453877192,31.12670602858427,19,Monsoon
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,24.269016928226353,89.53770460737222,74.3741052952153,16,Monsoon
Yellow_Rust,Wheat,High,Bright_Yellow,Small,Stripes,17.812181741832035,81.20386926109676,59.08637250258122,5,Winter
Leaf_Blight,Grape,High,Dark_Brown,Large,Irregular,27.0,85.0,50.0,21,Monsoon
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,26.896015089707074,90.0409113304453,55.33136635484671,1,Monsoon
Early_Blight,Tomato,Medium,Dark_Brown,Medium,Concentric,25.015392012554337,75.54742947958492,35.8534115464252,6,Monsoon
Neck_Blast,Rice,Severe,Dark_Gray,Large,Irregular,25.0,93.0,65.0,2,Monsoon
Healthy,Tomato,None,Green,None,None,25.0,70.0,0.0,3,Monsoon
Healthy,Rice,None,Dark_Green,None,None,27.0,70.0,0.0,3,Monsoon
Leaf_Mold,Tomato,High,Olive_Green,Medium,Fuzzy,23.87638545054041,92.04306872151375,42.87660241467812,9,Monsoon
Early_Blight,Tomato,Medium,Brown,Medium,Concentric,25.844145202812953,80.18362124996001,32.46157444419476,6,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange,Medium,Circular,21.0113824144472,82.32566522573526,37.13440908496293,19,Monsoon
Healthy,Wheat,None,Green,None,None,21.0,65.0,0.0,3,Monsoon
Brown_Spot,Rice,Medium,Brown,Small,Circular,28.700566575443045,83.5978849917514,31.670600000922118,0,Summer
Leaf_Blast,Rice,High,Gray,Large,Diamond,24.341939065057254,88.90587564514057,50.24936971667113,1,Monsoon
Leaf_Blast,Rice,High,Gray,Large,Diamond,27.426012373630254,92.87312196024737,46.73087660592651,1,Monsoon
Early_Blight,Tomato,High,Brown,Large,Concentric,28.0,85.0,50.0,6,Monsoon
Yellow_Rust,Wheat,Medium,Yellow,Small,Stripes,15.108116375178511,73.84488083029697,30.471184992795013,5,Winter
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Apple_Scab,Apple,High,Dark_Brown,Large,Irregular,21.939677964208375,88.03246055183686,52.47618112304119,17,Monsoon
Black_Rot,Apple,High,Brown,Large,Circular,23.756597292752367,82.99322262852567,52.90120136616814,18,Monsoon
Bacterial_Spot,Tomato,Medium,Brown_Yellow,Small,Circular,26.58207916397275,80.16255005155541,20.97081216366073,8,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,30.0,75.0,50.0,20,Summer
Brown_Rust,Wheat,High,Brown_Orange,Small,Pustules,19.801678682594762,70.28052844843907,38.24396197814454,4,Winter
Leaf_Blast,Rice,Medium,Gray,Medium,Diamond,25.203422278888432,86.4624978806383,33.232173472598035,1,Monsoon
Leaf_Mold,Tomato,Medium,Yellow,Medium,Fuzzy,24.301604947362737,85.87985295161316,29.103466410153324,9,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,20.8239431642598,76.86009094464221,32.37821108518342,19,Monsoon
Healthy,Potato,None,Green,None,None,22.0,70.0,0.0,3,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange,Medium,Circular,24.329263476432864,76.02212845336875,32.01308406584283,19,Monsoon
Early_Blight,Tomato,High,Brown,Large,Concentric,26.91133544374172,86.68288770442904,52.3693449027085,6,Monsoon
Healthy,Apple,None,Dark_Green,None,None,21.0,68.0,0.0,3,Monsoon
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,26.414360707057778,93.84752547074339,54.05062511050169,1,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,30.365119487115933,76.43442459019711,45.08222853654329,20,Summer
Healthy,Apple,None,Green,None,None,20.0,65.0,0.0,3,Monsoon
Late_Blight,Tomato,Severe,Black,Large,Irregular,20.3961671278987,93.1528014121419,75.65710937876347,7,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,20.37910026085659,72.98248236819961,32.86991050951719,15,Monsoon
Mosaic_Virus,Tomato,Medium,Yellow_Green,None,Mosaic,28.157387188067187,76.90089613178093,39.22904959829174,13,Summer
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Common_Rust,Corn,High,Orange_Brown,Medium,Pustules,24.421219462120643,79.87828142438477,45.17789256701884,15,Monsoon
Septoria_Leaf_Spot,Tomato,Medium,Brown,Small,Circular,25.60232668456282,82.49581534371775,39.27596814034793,10,Monsoon
Late_Blight,Tomato,High,Dark_Gray,Large,Irregular,17.17271670384592,92.58817251158266,59.87882631261618,7,Winter
Brown_Spot,Rice,Medium,Brown,Small,Circular,26.82161786826277,81.56319631530974,20.54922095217088,0,Monsoon
Septoria_Leaf_Spot,Tomato,Medium,Brown,Small,Circular,27.314596158841365,79.63312891207192,35.04867335654688,10,Monsoon
Esca_Black_Measles,Grape,Severe,Brown_Black,Large,Irregular,33.294433928461,82.00182434206668,64.75912468938719,20,Summer
Healthy,Corn,None,Dark_Green,None,None,25.0,68.0,0.0,3,Monsoon
Brown_Rust,Wheat,High,Orange,Small,Pustules,22.0,75.0,45.0,4,Monsoon
Bacterial_Spot,Tomato,High,Dark_Brown,Small,Circular,30.0,88.0,40.0,8,Summer
Apple_Scab,Apple,High,Dark_Brown,Large,Irregular,20.17865794382441,86.49724645149543,53.154136630319776,17,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,31.374223382218773,75.32693430252223,52.90917155218952,20,Summer
Late_Blight,Tomato,High,Dark_Gray,Large,Irregular,18.93208656196083,88.17184231178805,59.364301390422604,7,Winter
Healthy,Potato,None,Dark_Green,None,None,21.0,72.0,0.0,3,Monsoon
Early_Blight,Tomato,High,Brown,Large,Concentric,29.483034019487302,80.53230702891422,51.79508414526721,6,Summer
Brown_Rust,Wheat,High,Brown_Orange,Small,Pustules,18.410188397798976,66.60084146748608,35.19140250120604,4,Winter
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Late_Blight,Tomato,High,Dark_Gray,Large,Irregular,19.879867132001696,92.161511190465,57.203651931982,7,Winter
Neck_Blast,Rice,Severe,Black,Large,Irregular,23.831446463123736,86.89085408542654,59.50435966117527,2,Monsoon
Northern_Leaf_Blight,Corn,High,Gray_Green,Large,Elongated,24.861931518145667,94.6563264685033,53.42922846615111,16,Monsoon
Leaf_Blast,Rice,Medium,Gray,Medium,Diamond,28.934878127329043,86.86661841679864,31.734726959301923,1,Summer
Leaf_Blast,Rice,High,Gray,Large,Diamond,27.4543744795652,95.92003816701323,50.80343644705566,1,Monsoon
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,24.036220020248205,92.9592326247958,73.38553138120693,16,Monsoon
Target_Spot,Tomato,Medium,Brown,Medium,Target,28.221814223377923,79.4335773378408,31.037993998852855,11,Summer
Late_Blight,Potato,Severe,Black,Large,Irregular,17.698866755730705,91.81677096368085,67.7788782572814,7,Winter
Late_Blight,Tomato,Severe,Gray_Black,Large,Irregular,19.87538024327698,97.05127580374598,74.32200400279525,7,Winter
Yellow_Rust,Wheat,High,Bright_Yellow,Small,Stripes,16.32941835227833,84.95866656968191,55.11186061301019,5,Winter
Leaf_Blast,Rice,High,Gray,Large,Diamond,26.0,92.0,50.0,1,Monsoon
Healthy,Grape,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Bacterial_Spot,Tomato,High,Dark_Brown,Small,Circular,31.754724298362344,89.15055789145562,38.53060677041633,8,Summer
Target_Spot,Tomato,Medium,Brown,Medium,Target,27.0,82.0,30.0,11,Monsoon
Cercospora_Leaf_Spot,Corn,High,Gray_Brown,Medium,Circular,27.34870379566121,84.58204093332706,40.60343501116371,14,Monsoon
Healthy,Tomato,None,Green,None,None,25.0,70.0,0.0,3,Monsoon
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,24.24819302860191,90.05868146797836,66.01036589993434,16,Monsoon
Healthy,Wheat,None,Green,None,None,21.0,65.0,0.0,3,Monsoon
Common_Rust,Corn,Medium,Brown,Small,Pustules,22.008153412073558,74.19301373460802,30.880021994797367,15,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,28.706895148859953,78.44115509377767,54.44890510688996,20,Summer
Yellow_Rust,Wheat,Medium,Yellow,Small,Stripes,18.070257708557705,82.18959136238902,39.51438620583644,5,Winter
Neck_Blast,Rice,Severe,Black,Large,Irregular,22.564237002810092,90.3224700629511,55.808236513205664,2,Monsoon
Cedar_Apple_Rust,Apple,Medium,Orange_Yellow,Small,Circular,23.932252938366766,72.29298214505685,31.44611071262478,19,Monsoon
Yellow_Rust,Wheat,High,Bright_Yellow,Small,Stripes,17.94998926028837,88.00731975204042,56.67093860127008,5,Winter
Yellow_Rust,Wheat,High,Yellow,Small,Stripes,16.67602364815854,76.05312118421263,50.35935440019816,5,Winter
Healthy,Grape,None,Green,None,None,26.0,70.0,0.0,3,Monsoon
Brown_Spot,Rice,Medium,Brown,Small,Circular,30.114586751613363,87.7960392684809,28.2286512380791,0,Summer
Late_Blight,Potato,Severe,Black,Large,Irregular,16.557717789384004,90.2959518038585,68.68687276496347,7,Winter
Healthy,Potato,None,Green,None,None,22.0,70.0,0.0,3,Monsoon
Neck_Blast,Rice,Severe,Black,Large,Irregular,22.649498720297142,89.64708491042526,58.545101032791834,2,Monsoon
Healthy,Tomato,None,Dark_Green,None,None,26.0,68.0,0.0,3,Monsoon
Brown_Spot,Rice,Medium,Brown,Small,Circular,29.813436553020985,85.04983011711941,30.395212908925814,0,Summer
Healthy,Wheat,None,Green,None,None,21.0,65.0,0.0,3,Monsoon
Leaf_Blast,Rice,High,White_Gray,Large,Diamond,23.85147705536525,92.59090985085507,50.50432387187459,1,Monsoon
Healthy,Apple,None,Green,None,None,20.0,65.0,0.0,3,Monsoon
Cercospora_Leaf_Spot,Corn,High,Gray_Brown,Medium,Circular,27.0188302391491,92.1293494237949,49.14794706976869,14,Monsoon
Early_Blight,Tomato,Medium,Brown,Medium,Concentric,23.956199853933015,80.13380818336307,33.06971208274557,6,Monsoon
Esca_Black_Measles,Grape,High,Yellow_Brown,Large,Irregular,30.107077854050825,74.95745874483626,50.5966598710697,20,Summer
Late_Blight,Tomato,High,Dark_Gray,Large,Irregular,18.6295429155318,88.96667628016772,56.12661568221329,7,Winter
Northern_Leaf_Blight,Corn,Severe,Gray,Large,Elongated,25.484928657573555,93.38533336490366,65.20294025780832,16,Monsoon
Mosaic_Virus,Tomato,Medium,Yellow_Green,None,Mosaic,26.154015982935142,79.42540551515623,37.48075398799064,13,Monsoon
