Year,Month,Crop_ID,Crop_Name,State_ID,State_Name,Rainfall,Temperature,Demand,Price_Per_Quintal,Season,Price_Category,Month_Name,Previous_Month_Price,Price_Change,Price_Change_Percent
2022,5,4,Cotton,10,Bihar,65.61,31.0,Medium,5545.61,Summer,Very_High,May,6272.36,-726.75,-11.59
2021,5,2,Wheat,4,Tamil Nadu,10.66,31.69,Low,2832.04,Summer,Medium,May,3674.17,-842.1300000000001,-22.92
2021,4,4,Cotton,9,Uttar Pradesh,73.63,33.86,Low,5035.99,Summer,Very_High,April,5592.52,-556.5300000000007,-9.95
2024,12,4,Cotton,10,Bihar,48.35,14.77,Low,3714.19,Winter,High,December,4103.31,-389.12000000000035,-9.48
2022,1,3,Maize,9,Uttar Pradesh,106.7,18.38,Medium,2106.4,Winter,Medium,January,2008.48,97.92000000000007,4.88
2022,5,7,Vegetables,5,Maharashtra,40.55,33.88,High,2700.25,Summer,Medium,May,2670.41,29.840000000000146,1.12
2022,3,8,Fruits,10,Bihar,66.79,33.81,Medium,3942.84,Summer,High,March,4138.03,-195.1899999999996,-4.72
2021,8,5,Sugarcane,6,Gujarat,196.95,28.95,Medium,3565.53,Monsoon,High,August,2782.52,783.0100000000002,28.14
2020,4,7,Vegetables,3,Kerala,87.48,39.5,High,2762.22,Summer,Medium,April,2622.26,139.95999999999958,5.34
2024,9,3,Maize,5,Maharashtra,390.24,30.23,High,1805.33,Monsoon,Low,September,1758.01,47.319999999999936,2.69
2023,9,4,Cotton,5,Maharashtra,180.47,20.15,Medium,4458.42,Monsoon,Very_High,September,4836.77,-378.35000000000036,-7.82
2024,6,1,Rice,4,Tamil Nadu,399.27,33.19,Medium,2657.81,Monsoon,Medium,June,2680.47,-22.659999999999854,-0.85
2022,8,6,Pulses,12,Punjab,216.16,26.14,High,4646.13,Monsoon,Very_High,August,4027.04,619.0900000000001,15.37
2020,7,8,Fruits,6,Gujarat,299.18,21.47,Low,3542.58,Monsoon,High,July,4004.11,-461.5300000000002,-11.53
2022,11,4,Cotton,13,Haryana,138.38,29.52,Medium,3832.2,Spring,High,November,3541.15,291.0499999999997,8.22
2021,6,8,Fruits,11,West Bengal,398.19,33.42,Low,3246.42,Monsoon,High,June,3343.26,-96.84000000000015,-2.9
2021,4,4,Cotton,4,Tamil Nadu,63.87,36.12,Medium,6075.72,Summer,Very_High,April,5720.75,354.97000000000025,6.2
2024,2,3,Maize,7,Rajasthan,67.63,22.49,Medium,1940.14,Winter,Low,February,1880.68,59.460000000000036,3.16
2020,5,7,Vegetables,1,Andhra Pradesh,89.17,30.8,Medium,2709.4,Summer,Medium,May,2730.0,-20.59999999999991,-0.75
2021,7,1,Rice,8,Madhya Pradesh,238.5,31.96,Low,1965.45,Monsoon,Low,July,2609.02,-643.5699999999999,-24.67
2020,5,5,Sugarcane,10,Bihar,61.61,39.95,High,3754.68,Summer,High,May,3430.89,323.78999999999996,9.44
2021,3,1,Rice,5,Maharashtra,19.97,32.04,Medium,3065.2,Summer,High,March,2708.93,356.27,13.15
2021,6,5,Sugarcane,4,Tamil Nadu,230.18,41.47,Medium,3942.68,Monsoon,High,June,3276.6,666.0799999999999,20.33
2022,2,7,Vegetables,1,Andhra Pradesh,111.48,17.13,Low,1959.26,Winter,Low,February,2481.49,-522.2299999999998,-21.05
2021,7,2,Wheat,13,Haryana,185.46,28.3,Medium,3007.4,Monsoon,High,July,2695.61,311.78999999999996,11.57
2022,4,4,Cotton,9,Uttar Pradesh,49.16,33.48,Low,4751.33,Summer,Very_High,April,5304.09,-552.7600000000002,-10.42
2020,1,3,Maize,12,Punjab,63.53,18.56,Low,2244.67,Winter,Medium,January,2993.14,-748.4699999999998,-25.01
2020,5,5,Sugarcane,3,Kerala,28.56,40.27,Medium,4133.0,Summer,Very_High,May,3546.9,586.0999999999999,16.52
2021,3,8,Fruits,8,Madhya Pradesh,76.91,31.62,Medium,3372.07,Summer,High,March,3391.59,-19.519999999999982,-0.58
2022,7,4,Cotton,13,Haryana,223.81,25.12,Medium,4911.47,Monsoon,Very_High,July,5087.81,-176.34000000000015,-3.47
2020,6,8,Fruits,4,Tamil Nadu,154.61,30.07,Medium,3983.96,Monsoon,High,June,4005.53,-21.570000000000164,-0.54
2020,12,8,Fruits,11,West Bengal,44.12,21.48,High,4322.36,Winter,Very_High,December,3630.81,691.5499999999997,19.05
2021,1,1,Rice,1,Andhra Pradesh,118.9,16.79,Medium,3220.47,Winter,High,January,3676.47,-456.0,-12.4
2021,1,7,Vegetables,13,Haryana,138.47,11.09,Medium,2288.69,Winter,Medium,January,2110.4,178.28999999999996,8.45
2021,8,6,Pulses,3,Kerala,289.77,23.18,Low,3556.28,Monsoon,High,August,3568.97,-12.6899999999996,-0.36
2022,1,7,Vegetables,7,Rajasthan,115.71,24.9,Medium,1802.78,Winter,Low,January,1762.89,39.88999999999987,2.26
2022,1,3,Maize,6,Gujarat,53.73,23.57,Medium,1929.15,Winter,Low,January,2157.98,-228.82999999999993,-10.6
2020,5,2,Wheat,12,Punjab,86.26,28.87,Low,2469.53,Summer,Medium,May,3323.07,-853.54,-25.69
2022,8,2,Wheat,4,Tamil Nadu,377.68,28.67,Medium,2818.07,Monsoon,Medium,August,2818.61,-0.5399999999999636,-0.02
2021,5,1,Rice,6,Gujarat,38.18,33.38,High,3447.38,Summer,High,May,3115.65,331.73,10.65
2022,12,1,Rice,5,Maharashtra,108.49,23.68,Low,1989.38,Winter,Low,December,3077.01,-1087.63,-35.35
2024,3,5,Sugarcane,12,Punjab,85.41,31.36,Medium,3293.51,Summer,High,March,3542.6,-249.0899999999997,-7.03
2022,8,1,Rice,2,Karnataka,305.77,24.78,Medium,2051.37,Monsoon,Medium,August,2024.55,26.819999999999936,1.32
2021,11,6,Pulses,7,Rajasthan,27.91,25.08,Medium,3119.2,Spring,High,November,2599.22,519.98,20.01
2020,9,3,Maize,7,Rajasthan,253.79,25.07,Low,1424.69,Monsoon,Low,September,1579.29,-154.5999999999999,-9.79
2020,2,6,Pulses,11,West Bengal,84.23,10.83,Low,3825.58,Winter,High,February,3128.6,696.98,22.28
2024,4,1,Rice,6,Gujarat,28.05,41.53,Medium,3657.98,Summer,High,April,2960.8,697.1799999999998,23.55
2021,10,4,Cotton,10,Bihar,119.4,20.08,Medium,3736.95,Spring,High,October,4015.19,-278.24000000000024,-6.93
2024,7,2,Wheat,11,West Bengal,230.35,26.95,High,3243.95,Monsoon,High,July,2709.08,534.8699999999999,19.74
2023,6,5,Sugarcane,5,Maharashtra,271.67,38.2,Low,3377.32,Monsoon,High,June,3190.79,186.5300000000002,5.85
2021,8,4,Cotton,1,Andhra Pradesh,218.14,24.81,Medium,4894.79,Monsoon,Very_High,August,4288.63,606.1599999999999,14.13
2020,9,3,Maize,1,Andhra Pradesh,190.3,27.88,Medium,1974.21,Monsoon,Low,September,1712.68,261.53,15.27
2024,6,6,Pulses,5,Maharashtra,313.25,32.2,Low,2783.35,Monsoon,Medium,June,3775.92,-992.5700000000002,-26.29
2022,7,4,Cotton,9,Uttar Pradesh,170.94,28.39,Low,4507.24,Monsoon,Very_High,July,3900.18,607.06,15.56
2020,12,4,Cotton,6,Gujarat,87.23,11.76,Low,3829.53,Winter,High,December,4191.24,-361.7099999999996,-8.63
2024,7,5,Sugarcane,8,Madhya Pradesh,187.27,20.45,Medium,3627.21,Monsoon,High,July,3369.27,257.94000000000005,7.66
2022,12,2,Wheat,3,Kerala,99.69,20.88,High,3333.94,Winter,High,December,3439.86,-105.92000000000007,-3.08
2022,7,4,Cotton,4,Tamil Nadu,345.71,28.51,Low,4136.85,Monsoon,Very_High,July,5166.26,-1029.4099999999999,-19.93
2020,12,8,Fruits,7,Rajasthan,110.92,21.03,Medium,3198.73,Winter,High,December,4134.4,-935.6699999999996,-22.63
2020,10,4,Cotton,6,Gujarat,97.39,26.47,Medium,4222.0,Spring,Very_High,October,3984.38,237.6199999999999,5.96
2021,7,6,Pulses,5,Maharashtra,378.95,22.27,Medium,3043.97,Monsoon,High,July,3402.4,-358.4300000000003,-10.53
2023,6,1,Rice,2,Karnataka,270.24,32.61,Medium,2480.47,Monsoon,Medium,June,2572.84,-92.37000000000035,-3.59
2020,5,4,Cotton,9,Uttar Pradesh,53.4,35.28,High,7174.65,Summer,Very_High,May,7007.97,166.67999999999938,2.38
2024,1,2,Wheat,10,Bihar,73.64,14.65,High,3601.36,Winter,High,January,2843.88,757.48,26.64
2023,11,2,Wheat,9,Uttar Pradesh,127.56,21.99,Low,2696.15,Spring,Medium,November,3039.78,-343.6300000000001,-11.3
2021,11,2,Wheat,8,Madhya Pradesh,116.01,25.75,High,3125.0,Spring,High,November,2819.9,305.0999999999999,10.82
2020,4,5,Sugarcane,10,Bihar,17.55,41.9,Low,2970.45,Summer,Medium,April,3074.7,-104.25,-3.39
2023,10,8,Fruits,9,Uttar Pradesh,87.79,23.96,Medium,4610.93,Spring,Very_High,October,4321.92,289.0100000000002,6.69
2020,12,3,Maize,12,Punjab,129.83,15.4,Medium,2073.31,Winter,Medium,December,2493.43,-420.1199999999999,-16.85
2024,8,4,Cotton,10,Bihar,341.64,27.01,High,4816.94,Monsoon,Very_High,August,4374.21,442.72999999999956,10.12
2021,12,3,Maize,12,Punjab,44.91,14.02,Medium,2150.21,Winter,Medium,December,1709.06,441.1500000000001,25.81
2024,5,6,Pulses,13,Haryana,49.67,30.51,Low,3209.12,Summer,High,May,4550.4,-1341.2799999999997,-29.48
2020,2,3,Maize,13,Haryana,99.26,23.73,Medium,1950.5,Winter,Low,February,1930.58,19.920000000000073,1.03
2024,4,2,Wheat,4,Tamil Nadu,58.86,35.56,Medium,2978.23,Summer,Medium,April,2728.35,249.8800000000001,9.16
2020,7,5,Sugarcane,2,Karnataka,209.27,25.37,High,3524.44,Monsoon,High,July,3056.94,467.5,15.29
2024,3,1,Rice,3,Kerala,45.84,30.76,High,3418.04,Summer,High,March,3470.87,-52.82999999999993,-1.52
2023,8,2,Wheat,7,Rajasthan,371.87,26.25,Medium,2563.19,Monsoon,Medium,August,2784.42,-221.23000000000002,-7.95
2020,3,3,Maize,11,West Bengal,88.26,30.53,Medium,2219.63,Summer,Medium,March,2155.83,63.80000000000018,2.96
2024,6,2,Wheat,7,Rajasthan,299.64,30.07,Low,1983.3,Monsoon,Low,June,2347.33,-364.03,-15.51
2024,3,3,Maize,9,Uttar Pradesh,18.36,39.71,High,2725.07,Summer,Medium,March,2357.11,367.96000000000004,15.61
2021,2,8,Fruits,8,Madhya Pradesh,121.82,22.4,Medium,3676.61,Winter,High,February,3275.02,401.59000000000015,12.26
2022,4,4,Cotton,1,Andhra Pradesh,43.44,32.28,Medium,5529.43,Summer,Very_High,April,7070.34,-1540.9099999999999,-21.79
2023,12,8,Fruits,8,Madhya Pradesh,135.3,22.88,Medium,3129.67,Winter,High,December,3655.02,-525.3499999999999,-14.37
2022,3,3,Maize,5,Maharashtra,55.83,37.08,Medium,2305.36,Summer,Medium,March,2138.69,166.67000000000007,7.79
2020,11,1,Rice,5,Maharashtra,57.52,26.97,Medium,2205.67,Spring,Medium,November,2113.05,92.61999999999989,4.38
2022,7,4,Cotton,1,Andhra Pradesh,326.27,29.37,Medium,5028.6,Monsoon,Very_High,July,5184.77,-156.17000000000007,-3.01
2021,10,5,Sugarcane,2,Karnataka,111.84,29.92,Low,3025.16,Spring,High,October,3566.53,-541.3700000000003,-15.18
2022,2,4,Cotton,2,Karnataka,24.01,22.4,Medium,4656.02,Winter,Very_High,February,4335.64,320.3800000000001,7.39
2024,11,3,Maize,12,Punjab,119.96,22.91,Medium,1468.59,Spring,Low,November,1677.36,-208.76999999999998,-12.45
2023,4,3,Maize,9,Uttar Pradesh,46.03,32.4,High,2192.3,Summer,Medium,April,2322.69,-130.38999999999987,-5.61
2020,8,1,Rice,5,Maharashtra,175.45,21.83,Low,2053.81,Monsoon,Medium,August,2377.92,-324.1100000000001,-13.63
2020,12,7,Vegetables,10,Bihar,54.61,19.05,Medium,1990.59,Winter,Low,December,1783.51,207.07999999999993,11.61
2024,11,1,Rice,1,Andhra Pradesh,39.29,26.26,Medium,2630.33,Spring,Medium,November,2053.88,576.4499999999998,28.07
2022,3,5,Sugarcane,3,Kerala,22.61,30.54,Low,3540.7,Summer,High,March,3528.03,12.669999999999618,0.36
2024,4,8,Fruits,8,Madhya Pradesh,27.4,34.78,Medium,3802.75,Summer,High,April,3855.47,-52.7199999999998,-1.37
2022,1,8,Fruits,5,Maharashtra,32.17,18.87,Medium,4161.91,Winter,Very_High,January,3545.22,616.69,17.39
2020,2,8,Fruits,6,Gujarat,36.66,17.68,Low,3429.01,Winter,High,February,3297.65,131.36000000000013,3.98
2024,4,3,Maize,7,Rajasthan,27.61,39.32,High,2494.55,Summer,Medium,April,1849.51,645.0400000000002,34.88
2020,3,7,Vegetables,6,Gujarat,50.28,40.84,Medium,2415.49,Summer,Medium,March,2032.66,382.8299999999997,18.83
2021,2,6,Pulses,2,Karnataka,24.44,12.21,Medium,3870.91,Winter,High,February,3404.98,465.92999999999984,13.68
2023,2,3,Maize,10,Bihar,96.36,16.64,Medium,2073.73,Winter,Medium,February,2548.8,-475.07000000000016,-18.64
2021,3,5,Sugarcane,12,Punjab,86.2,29.85,Medium,2814.32,Summer,Medium,March,3334.34,-520.02,-15.6
2024,11,7,Vegetables,9,Uttar Pradesh,108.11,29.07,High,2043.8,Spring,Medium,November,2073.2,-29.399999999999864,-1.42
2022,10,4,Cotton,5,Maharashtra,48.83,28.61,Medium,4403.18,Spring,Very_High,October,4827.4,-424.21999999999935,-8.79
2021,9,1,Rice,4,Tamil Nadu,269.68,22.23,Medium,2306.75,Monsoon,Medium,September,2474.41,-167.65999999999985,-6.78
2022,10,3,Maize,1,Andhra Pradesh,56.35,27.88,Medium,1808.33,Spring,Low,October,1691.24,117.08999999999992,6.92
2023,9,6,Pulses,5,Maharashtra,232.79,25.87,Low,3130.55,Monsoon,High,September,2963.83,166.72000000000025,5.63
2020,10,2,Wheat,7,Rajasthan,44.91,31.02,Medium,2850.89,Spring,Medium,October,3013.7,-162.80999999999995,-5.4
2024,4,6,Pulses,2,Karnataka,83.07,29.85,Medium,3585.67,Summer,High,April,3053.09,532.5799999999999,17.44
2020,8,1,Rice,3,Kerala,173.61,28.2,Medium,2419.96,Monsoon,Medium,August,2164.65,255.30999999999995,11.79
2024,1,6,Pulses,7,Rajasthan,119.56,12.73,High,3993.88,Winter,High,January,2857.14,1136.7400000000002,39.79
2020,9,3,Maize,11,West Bengal,265.09,28.52,Low,1632.96,Monsoon,Low,September,1586.88,46.07999999999993,2.9
2020,6,2,Wheat,10,Bihar,176.34,31.11,Medium,2731.89,Monsoon,Medium,June,3044.86,-312.97000000000025,-10.28
2021,6,3,Maize,6,Gujarat,191.39,34.09,Medium,1742.87,Monsoon,Low,June,1900.65,-157.7800000000002,-8.3
2022,2,5,Sugarcane,6,Gujarat,137.51,19.4,Low,2734.36,Winter,Medium,February,3175.1,-440.7399999999998,-13.88
2020,9,2,Wheat,12,Punjab,218.41,25.85,Medium,3070.01,Monsoon,High,September,2990.89,79.12000000000035,2.65
2020,4,3,Maize,8,Madhya Pradesh,15.42,32.17,Medium,2058.1,Summer,Medium,April,2037.89,20.20999999999981,0.99
2020,5,6,Pulses,8,Madhya Pradesh,26.87,34.28,Medium,3851.85,Summer,High,May,3248.32,603.5299999999997,18.58
2022,5,5,Sugarcane,2,Karnataka,30.82,37.32,Medium,3908.65,Summer,High,May,3506.38,402.27,11.47
2024,11,4,Cotton,8,Madhya Pradesh,145.44,31.42,Medium,3307.6,Spring,High,November,3506.77,-199.17000000000007,-5.68
2024,9,2,Wheat,11,West Bengal,223.52,25.84,Low,2995.58,Monsoon,Medium,September,3067.07,-71.49000000000024,-2.33
2021,11,3,Maize,7,Rajasthan,147.12,25.12,Medium,1267.83,Spring,Low,November,1394.46,-126.63000000000011,-9.08
2024,4,2,Wheat,10,Bihar,43.65,35.68,High,2795.46,Summer,Medium,April,2986.43,-190.9699999999998,-6.39
2024,5,8,Fruits,11,West Bengal,61.78,33.9,Medium,3640.2,Summer,High,May,4005.64,-365.44000000000005,-9.12
2024,8,4,Cotton,13,Haryana,291.48,26.57,High,4862.11,Monsoon,Very_High,August,5035.24,-173.1300000000001,-3.44
2022,6,7,Vegetables,10,Bihar,213.62,34.37,High,2492.11,Monsoon,Medium,June,2334.03,158.07999999999993,6.77
2023,3,2,Wheat,12,Punjab,11.74,37.95,Medium,3182.98,Summer,High,March,2825.85,357.1300000000001,12.64
2020,2,4,Cotton,4,Tamil Nadu,33.89,13.58,Medium,5932.91,Winter,Very_High,February,4905.46,1027.4499999999998,20.95
2020,4,2,Wheat,7,Rajasthan,82.63,34.44,Medium,2336.29,Summer,Medium,April,2432.39,-96.09999999999991,-3.95
2023,2,1,Rice,8,Madhya Pradesh,108.21,11.77,Low,2417.03,Winter,Medium,February,2923.03,-506.0,-17.31
2023,9,3,Maize,12,Punjab,231.83,26.39,Medium,1592.66,Monsoon,Low,September,1812.47,-219.80999999999995,-12.13
2022,3,1,Rice,3,Kerala,88.45,35.07,Medium,3082.94,Summer,High,March,3298.77,-215.82999999999993,-6.54
2021,9,5,Sugarcane,10,Bihar,347.79,23.59,Medium,3001.32,Monsoon,High,September,3311.18,-309.8599999999997,-9.36
2023,2,7,Vegetables,10,Bihar,90.64,23.78,Low,1744.59,Winter,Low,February,2167.4,-422.8100000000002,-19.51
2024,7,1,Rice,9,Uttar Pradesh,290.83,28.73,High,2695.63,Monsoon,Medium,July,1811.6,884.0300000000002,48.8
2020,12,4,Cotton,10,Bihar,46.67,17.31,Medium,4533.34,Winter,Very_High,December,3581.12,952.2200000000003,26.59
2024,3,8,Fruits,11,West Bengal,20.96,28.26,High,4702.74,Summer,Very_High,March,4393.9,308.84000000000015,7.03
2020,8,3,Maize,5,Maharashtra,397.38,28.21,Low,1511.68,Monsoon,Low,August,1638.64,-126.96000000000004,-7.75
2021,4,8,Fruits,6,Gujarat,35.38,36.95,High,4056.7,Summer,Very_High,April,3619.21,437.4899999999998,12.09
2021,1,5,Sugarcane,1,Andhra Pradesh,132.6,19.05,Medium,3286.44,Winter,High,January,3386.32,-99.88000000000011,-2.95
2024,10,2,Wheat,13,Haryana,77.76,29.74,Medium,3253.67,Spring,High,October,2870.44,383.23,13.35
2024,6,1,Rice,2,Karnataka,358.5,38.51,High,2910.85,Monsoon,Medium,June,2598.54,312.30999999999995,12.02
2023,5,7,Vegetables,11,West Bengal,63.03,37.27,High,3124.87,Summer,High,May,2940.89,183.98000000000002,6.26
2022,4,7,Vegetables,2,Karnataka,49.49,32.07,Medium,2375.87,Summer,Medium,April,2354.51,21.359999999999673,0.91
2021,10,3,Maize,1,Andhra Pradesh,25.22,24.77,Medium,2026.58,Spring,Medium,October,1990.27,36.309999999999945,1.82
2021,12,7,Vegetables,6,Gujarat,59.44,15.3,Medium,2030.76,Winter,Medium,December,1788.64,242.1199999999999,13.54
2021,5,3,Maize,3,Kerala,14.37,30.64,Low,1918.39,Summer,Low,May,2503.62,-585.2299999999998,-23.38
2024,1,1,Rice,7,Rajasthan,82.09,20.6,Low,2162.04,Winter,Medium,January,2959.66,-797.6199999999999,-26.95
2020,5,8,Fruits,8,Madhya Pradesh,25.34,32.93,Low,3649.04,Summer,High,May,3923.5,-274.46000000000004,-7.0
2020,12,5,Sugarcane,3,Kerala,89.87,10.74,Medium,3331.66,Winter,High,December,3825.13,-493.47000000000025,-12.9
2024,12,5,Sugarcane,13,Haryana,110.76,10.08,Low,3123.22,Winter,High,December,3107.26,15.959999999999582,0.51
2022,7,5,Sugarcane,5,Maharashtra,336.29,30.83,High,3645.08,Monsoon,High,July,3373.77,271.30999999999995,8.04
2021,7,5,Sugarcane,4,Tamil Nadu,197.75,24.86,High,4101.66,Monsoon,Very_High,July,3802.98,298.67999999999984,7.85
2020,2,1,Rice,6,Gujarat,106.48,17.85,High,2958.3,Winter,Medium,February,3216.76,-258.46000000000004,-8.03
2022,12,8,Fruits,3,Kerala,142.44,12.33,Medium,4166.57,Winter,Very_High,December,4503.24,-336.6700000000001,-7.48
2020,4,2,Wheat,1,Andhra Pradesh,89.76,36.3,Medium,2652.11,Summer,Medium,April,2553.07,99.03999999999996,3.88
2022,5,2,Wheat,8,Madhya Pradesh,24.56,29.55,Medium,2998.44,Summer,Medium,May,2135.81,862.6300000000001,40.39
2023,11,7,Vegetables,4,Tamil Nadu,70.15,29.82,Medium,2085.95,Spring,Medium,November,2231.4,-145.45000000000027,-6.52
2020,8,7,Vegetables,4,Tamil Nadu,352.55,30.07,Medium,2518.53,Monsoon,Medium,August,2303.58,214.95000000000027,9.33
2024,9,7,Vegetables,9,Uttar Pradesh,229.65,29.88,Medium,2158.8,Monsoon,Medium,September,1894.83,263.97000000000025,13.93
2022,12,5,Sugarcane,3,Kerala,90.95,16.79,Medium,3753.03,Winter,High,December,4232.0,-478.9699999999998,-11.32
2024,5,4,Cotton,12,Punjab,48.74,39.73,Low,6109.1,Summer,Very_High,May,6470.85,-361.75,-5.59
2024,7,3,Maize,1,Andhra Pradesh,320.9,22.78,Medium,1828.54,Monsoon,Low,July,1936.82,-108.27999999999997,-5.59
2024,4,1,Rice,9,Uttar Pradesh,62.7,41.39,High,3756.89,Summer,High,April,3947.98,-191.09000000000015,-4.84
2024,5,5,Sugarcane,12,Punjab,66.86,32.07,Medium,3784.45,Summer,High,May,3199.44,585.0099999999998,18.28
2020,3,1,Rice,3,Kerala,12.28,41.48,Medium,4230.14,Summer,Very_High,March,2891.42,1338.7200000000003,46.3
2022,6,8,Fruits,2,Karnataka,383.69,31.0,Low,3445.46,Monsoon,High,June,3738.3,-292.84000000000015,-7.83
2024,6,4,Cotton,13,Haryana,294.5,39.97,Medium,5299.57,Monsoon,Very_High,June,5221.61,77.96000000000004,1.49
2021,2,1,Rice,13,Haryana,54.12,13.49,Medium,3262.19,Winter,High,February,3556.86,-294.6700000000001,-8.28
2020,7,2,Wheat,5,Maharashtra,351.11,23.35,High,2816.68,Monsoon,Medium,July,2648.3,168.37999999999965,6.36
2021,9,6,Pulses,8,Madhya Pradesh,393.1,22.8,Medium,3514.56,Monsoon,High,September,3444.54,70.01999999999998,2.03
2020,6,6,Pulses,11,West Bengal,387.38,32.75,Medium,3003.97,Monsoon,High,June,3714.74,-710.77,-19.13
2022,5,5,Sugarcane,6,Gujarat,82.69,32.06,Medium,3433.9,Summer,High,May,3023.12,410.7800000000002,13.59
2023,7,4,Cotton,8,Madhya Pradesh,190.06,22.92,Medium,4320.64,Monsoon,Very_High,July,4429.07,-108.42999999999938,-2.45
2023,10,2,Wheat,4,Tamil Nadu,39.78,28.24,Low,3140.71,Spring,High,October,2693.49,447.22000000000025,16.6
2022,8,5,Sugarcane,1,Andhra Pradesh,192.81,27.3,Medium,3529.94,Monsoon,High,August,3525.87,4.070000000000164,0.12
2022,12,2,Wheat,11,West Bengal,69.02,14.94,Medium,3258.24,Winter,High,December,3093.79,164.44999999999982,5.32
2020,9,7,Vegetables,13,Haryana,349.14,23.46,High,2207.76,Monsoon,Medium,September,2435.32,-227.55999999999995,-9.34
2021,10,6,Pulses,3,Kerala,86.73,26.25,Medium,4497.22,Spring,Very_High,October,3957.46,539.7600000000002,13.64
2022,5,4,Cotton,9,Uttar Pradesh,95.76,29.2,High,6054.55,Summer,Very_High,May,4589.39,1465.1599999999999,31.92
2020,12,1,Rice,10,Bihar,103.09,23.02,Medium,2273.65,Winter,Medium,December,1990.65,283.0,14.22
2023,6,4,Cotton,4,Tamil Nadu,159.31,38.23,Medium,5773.76,Monsoon,Very_High,June,5461.19,312.5700000000006,5.72
2023,9,5,Sugarcane,13,Haryana,280.59,28.17,Medium,3549.92,Monsoon,High,September,4095.45,-545.5299999999997,-13.32
2020,8,4,Cotton,13,Haryana,198.36,22.52,High,4940.84,Monsoon,Very_High,August,4473.84,467.0,10.44
2022,8,4,Cotton,3,Kerala,318.82,21.42,Medium,5076.69,Monsoon,Very_High,August,5337.96,-261.27000000000044,-4.89
2020,5,6,Pulses,10,Bihar,18.66,36.25,Medium,4000.8,Summer,Very_High,May,3874.65,126.15000000000009,3.26
2023,5,7,Vegetables,7,Rajasthan,42.61,39.44,Medium,2444.71,Summer,Medium,May,2182.3,262.40999999999985,12.02
2020,12,4,Cotton,1,Andhra Pradesh,148.13,20.3,Medium,3780.35,Winter,High,December,4907.51,-1127.1600000000003,-22.97
2023,7,1,Rice,7,Rajasthan,214.16,30.69,Low,1762.31,Monsoon,Low,July,2319.89,-557.5799999999999,-24.03
2023,11,5,Sugarcane,10,Bihar,147.42,20.12,Medium,2644.47,Spring,Medium,November,2894.41,-249.94000000000005,-8.64
2021,5,2,Wheat,7,Rajasthan,67.67,39.39,Medium,2704.16,Summer,Medium,May,1992.2,711.9599999999998,35.74
2022,9,4,Cotton,3,Kerala,395.24,29.34,Low,4310.06,Monsoon,Very_High,September,4741.13,-431.0699999999997,-9.09
2020,10,7,Vegetables,1,Andhra Pradesh,67.21,31.42,Low,2143.09,Spring,Medium,October,2335.47,-192.37999999999965,-8.24
2021,4,1,Rice,9,Uttar Pradesh,49.57,37.09,Medium,2950.6,Summer,Medium,April,3646.03,-695.4300000000003,-19.07
2021,3,7,Vegetables,6,Gujarat,60.6,30.94,High,2262.03,Summer,Medium,March,2025.57,236.46000000000026,11.67
2023,3,7,Vegetables,12,Punjab,83.08,37.6,Medium,2437.44,Summer,Medium,March,2254.72,182.72000000000025,8.1
2020,1,5,Sugarcane,11,West Bengal,31.44,23.4,Medium,3117.6,Winter,High,January,3330.24,-212.63999999999987,-6.39
2024,6,5,Sugarcane,8,Madhya Pradesh,349.11,31.64,High,3215.0,Monsoon,High,June,3601.23,-386.23,-10.72
2021,5,4,Cotton,5,Maharashtra,32.55,41.35,Low,5828.03,Summer,Very_High,May,6764.65,-936.6199999999999,-13.85
2022,5,1,Rice,1,Andhra Pradesh,62.91,37.8,Medium,3399.57,Summer,High,May,3350.65,48.92000000000007,1.46
2024,8,1,Rice,1,Andhra Pradesh,243.31,23.66,Medium,2394.55,Monsoon,Medium,August,2859.75,-465.1999999999998,-16.27
2021,2,3,Maize,9,Uttar Pradesh,109.73,11.47,Medium,2048.47,Winter,Medium,February,1697.44,351.02999999999975,20.68
2022,11,8,Fruits,5,Maharashtra,149.8,24.3,Medium,4084.6,Spring,Very_High,November,3769.92,314.67999999999984,8.35
2022,9,3,Maize,8,Madhya Pradesh,192.32,28.03,Medium,1589.92,Monsoon,Low,September,1569.42,20.5,1.31
2021,2,6,Pulses,4,Tamil Nadu,67.76,12.44,Medium,3907.81,Winter,High,February,3970.79,-62.98000000000002,-1.59
2021,10,6,Pulses,2,Karnataka,85.25,28.95,Low,3364.8,Spring,High,October,3290.42,74.38000000000011,2.26
2023,8,2,Wheat,3,Kerala,225.71,23.85,Medium,3505.67,Monsoon,High,August,3552.59,-46.92000000000007,-1.32
2023,9,4,Cotton,8,Madhya Pradesh,316.94,29.26,Low,3738.59,Monsoon,High,September,3968.25,-229.65999999999985,-5.79
2021,8,4,Cotton,11,West Bengal,359.29,20.18,Medium,4743.73,Monsoon,Very_High,August,5182.68,-438.9500000000007,-8.47
2023,8,6,Pulses,5,Maharashtra,386.72,31.72,Low,2963.83,Monsoon,Medium,August,4047.14,-1083.31,-26.77
2021,9,5,Sugarcane,12,Punjab,191.56,27.11,Medium,4083.09,Monsoon,Very_High,September,3964.73,118.36000000000013,2.99
2020,4,8,Fruits,1,Andhra Pradesh,20.1,38.17,Medium,4905.62,Summer,Very_High,April,3244.23,1661.3899999999999,51.21
2024,12,4,Cotton,9,Uttar Pradesh,78.81,13.85,Low,4055.71,Winter,Very_High,December,4739.63,-683.9200000000001,-14.43
